Number;Time;Date;Latitude;Longitude;Altitude;Acc_x;Acc_y;Acc_z;Gyr_x;Gyr_y;Gyr_z;Mag_x;Mag_y;Mag_z
784;08:59:40.373559;20.02.2023;49.206806935842756;18.767004581991998;370.6959010032427;0.012340333087691028;-0.007666928997901863;-9.810580744282783;-1.2957040368255119e-27;3.9968028886505635e-14;3.241851231905457e-13;-1.4407492986882324;17.491394825012325;37.8875193200349
785;08:59:40.473559;20.02.2023;49.20680110361359;18.767003273847706;370.64580086099056;0.022943434952320076;0.10545429411349548;-9.801883943787645;8.480254731125877e-29;-2.3869795029440866e-14;3.552713678800501e-14;-1.4408110849429219;17.49174064625566;37.88837768193979
786;08:59:40.573559;20.02.2023;49.206795225003155;18.767001955300596;370.5953022934352;0.01792445637034265;0.051908359799960405;-9.806000574559857;-4.3781780239766155e-28;-8.881784197001252e-15;-4.929390229335695e-13;-1.4408733648567504;17.492089225360996;37.889242896399544
787;08:59:40.673559;20.02.2023;49.206789425820546;18.767000654569134;370.5454860287821;0.0047268332575681245;-0.08889301018975033;-9.816825434745791;4.638871901248872e-28;-2.67841304690819e-14;1.7319479184152442e-13;-1.440934805547714;17.49243310226458;37.89009644659574
788;08:59:40.773559;20.02.2023;49.206783674739974;18.766999364627047;370.4960829713649;0.008012972332326413;-0.05383420605896875;-9.81413010122006;-4.1291938007662337e-29;1.8596235662471372e-14;2.220446049250313e-14;-1.4409957388297183;17.492774134259886;37.89094294235408
789;08:59:40.873559;20.02.2023;49.20677795004797;18.766998080604097;370.4469065978033;0.010290756202138294;-0.02953323256780083;-9.812261833599914;-2.9625424776542217e-28;2.9004576518332215e-14;1.021405182655144e-13;-1.4410563947160993;17.49311360878423;37.891785579164
790;08:59:40.973559;20.02.2023;49.20677229478519;18.76699681215412;370.39832663684757;0.005775707299023636;-0.07770289658206199;-9.815965134769469;1.2256926314871471e-27;2.4424906541753444e-14;-5.018208071305708e-13;-1.4411163171155223;17.493448973341515;37.89261802109819
791;08:59:41.073559;20.02.2023;49.20676678275605;18.76699557583107;370.35097708479225;-0.0019665206804086073;-0.16030233869081525;-9.822315409715861;3.957863072913545e-28;-5.2735593669694936e-15;7.505107646466058e-13;-1.4411747238864658;17.493775850831053;37.89342940293797
792;08:59:41.173559;20.02.2023;49.20676122803409;18.76699432993252;370.3032607921217;0.0175375296953054;0.04778035845718853;-9.80631793679423;-5.768545369428649e-29;1.0824674490095276e-14;5.3290705182007514e-14;-1.4412335850938138;17.49410526698197;37.89424709279147
793;08:59:41.273559;20.02.2023;49.20675561389896;18.76699307070814;370.255034127245;0.019291528152323177;0.06649322694856075;-9.804879284705038;-1.4020769995139077e-27;-4.5102810375396984e-14;-3.1086244689504383e-13;-1.4412930779736035;17.494438213565562;37.89507355265349
794;08:59:41.373559;20.02.2023;49.20675004101197;18.76699182073581;370.2071617932852;0.008731957424710758;-0.04616357588982364;-9.813540380401825;-6.656013887802287e-29;1.2490009027033011e-14;5.3290705182007514e-14;-1.4413521358299326;17.494768720890445;37.89589396423291
795;08:59:41.473559;20.02.2023;49.20674434822249;18.76699054387023;370.1582594705518;0.025636975217539264;0.134190844341106;-9.799674667425757;1.6658523646971835e-28;7.077671781985373e-15;-2.353672812205332e-13;-1.4414124664775856;17.495106346353737;37.89673205180216
796;08:59:41.573559;20.02.2023;49.20673857777971;18.76698924958768;370.10869008887516;0.021204953278760034;0.08690696939846071;-9.803309868811514;1.9413373839423337e-29;-2.0816681711721685e-15;9.325873406851315e-14;-1.4414736222836317;17.495448584635653;37.89758159676335
797;08:59:41.673559;20.02.2023;49.20673280309404;18.766987954353766;370.0590842599959;0.013504056751176184;0.004748479800182064;-9.809626243169616;2.1632045135357433e-28;9.020562075079397e-15;-2.398081733190338e-13;-1.441534825283389;17.4957910820072;37.89843179191748
798;08:59:41.773559;20.02.2023;49.20672698389297;18.766986649135575;370.0090960341898;0.017728721245766306;0.04982012213322813;-9.806161119026001;1.1114310597465412e-27;-3.524958103184872e-14;3.1530333899354446e-13;-1.441596502333302;17.49613622713064;37.899288566828126
799;08:59:41.873559;20.02.2023;49.20672107878783;18.766985324649845;369.9583698735163;0.022070474997701785;0.09614095363497054;-9.802599956767855;1.984046806389065e-27;6.120104423246175e-14;-3.241851231905457e-13;-1.4416590921836199;17.49648647508291;37.900158016125495
800;08:59:41.973559;20.02.2023;49.206714947918044;18.766983949526566;369.9057043447824;0.036742121759498016;0.2526682272518855;-9.790566083430456;0.0;-2.248201624865942e-14;0.0;-1.4417240774413036;17.496850121998886;37.90106073457656
801;08:59:42.073559;20.02.2023;49.20670869299435;18.766982546578987;369.85197316571566;0.026072466599548573;0.13883696756205588;-9.799317471794227;3.2540512340366737e-28;-1.1102230246251565e-14;2.9309887850104133e-13;-1.4417903802189922;17.497221135714717;37.90198174859324
802;08:59:42.173559;20.02.2023;49.20670251147629;18.766981160096247;369.7988725574788;0.005358574328381288;-0.08215315957506049;-9.816307272595921;9.808992318357519e-28;2.400857290751901e-14;-4.085620730620576e-13;-1.4418559074585426;17.497587803930998;37.90289198336144
803;08:59:42.273559;20.02.2023;49.20669616475961;18.76697973656069;369.74435285679454;0.030388626569585842;0.184884746899517;-9.795777301885106;5.657611804631944e-29;-7.077671781985373e-15;7.993605777301127e-14;-1.4419231885441819;17.49796428009419;37.90382657425894
804;08:59:42.373559;20.02.2023;49.20669010432191;18.76697650203047;369.74435285679454;1.3336639826386505;-0.2533214973048677;-10.355197006842452;0.14514631971391553;-0.7627157584394723;1.899328197809502;-1.4419230047840603;17.49796703825035;37.90382328316391
805;08:59:42.473559;20.02.2023;49.20668402457553;18.766973257195804;369.74435285679454;0.006447790995387207;0.021816043433334893;-9.81;0.0;0.0;4.574118861455645e-13;-1.4419228204385588;17.497969805194145;37.903819981582636
806;08:59:42.573559;20.02.2023;49.20667789026215;18.766969983238923;369.74435285679454;0.018221726901896187;0.061653050759016885;-9.81;0.0;0.0;-1.199040866595169e-13;-1.4419226344385982;17.497972596971948;37.90381665036832
807;08:59:42.673559;20.02.2023;49.206671796389585;18.766966730866677;369.74435285679454;-0.013504587980183735;-0.045692653210339884;-9.81;0.0;0.0;-1.0658141036401503e-13;-1.4419224496649372;17.49797537034495;37.903813341114464
808;08:59:42.773559;20.02.2023;49.206665892111175;18.766963579683875;369.74435285679454;-0.06331190484526951;-0.2142152664284094;-9.81;0.0;0.0;2.1760371282653068e-13;-1.4419222706400752;17.4979780574321;37.90381013481829
809;08:59:42.873559;20.02.2023;49.206659979762975;18.766960424194934;369.74435285679454;0.002694741207502948;0.009117632886447773;-9.81;0.0;0.0;-2.6201263381153694e-13;-1.4419220913706035;17.497980748192035;37.903806924139154
810;08:59:42.973559;20.02.2023;49.20665401363439;18.76695724000359;369.74435285679454;0.01795905272222946;0.060764295010493186;-9.81;0.0;0.0;8.881784197001252e-14;-1.4419219104705252;17.497983463427964;37.903803684254164
811;08:59:43.073559;20.02.2023;49.206648096005296;18.766954081697797;369.74435285679454;-0.016195647240319865;-0.05479782826064887;-9.81;0.0;0.0;1.0658141036401503e-13;-1.4419217310410866;17.49798615659149;37.90380047070589
