Number;Time;Date;Latitude;Longitude;Altitude;Acc_x;Acc_y;Acc_z;Gyr_x;Gyr_y;Gyr_z;Mag_x;Mag_y;Mag_z
14;08:58:23.373559;20.02.2023;49.21109790726423;18.76165900500667;361.0;-0.08279339167523114;0.04139115070196192;-9.81;0.0;0.0;6.661338147750939e-15;-1.4524199890072715;17.556152219170563;38.056442273720556
15;08:58:23.473559;20.02.2023;49.21109885301226;18.761656249622806;361.0;0.07467039767901651;-0.037330197746111175;-9.81;0.0;0.0;-1.3322676295501878e-14;-1.4524198159933708;17.556151854863842;38.05644253032229
16;08:58:23.573559;20.02.2023;49.21109978618407;18.761653530878768;361.0;-0.02695742331680813;0.013476906169268759;-9.81;0.0;0.0;0.0;-1.4524196452801172;17.55615149540159;38.05644278351184
17;08:58:23.673559;20.02.2023;49.21110073108264;18.761650777969184;361.0;0.025136839959065127;-0.012566736425028438;-9.81;0.0;0.0;8.881784197001252e-15;-1.4524194724215465;17.556151131422123;38.05644303988308
18;08:58:23.773559;20.02.2023;49.21110168079608;18.761648011031426;361.0;0.01032098777488709;-0.005159802633273022;-9.81;0.0;0.0;0.0;-1.4524192986821134;17.556150765587944;38.05644329756065
19;08:58:23.873559;20.02.2023;49.211102588719406;18.7616453658466;361.0;-0.08957840131278788;0.044783201090766236;-9.81;0.0;0.0;-4.440892098500626e-15;-1.4524191325876794;17.55615041585157;38.05644354389967
20;08:58:23.973559;20.02.2023;49.211103441063315;18.761642882589076;361.0;-0.11913622175121316;0.059560131657730546;-9.81;0.0;0.0;2.220446049250313e-15;-1.4524189766608482;17.556150087524617;38.05644377515884
21;08:58:24.073559;20.02.2023;49.2111043266602;18.761640302450576;361.0;0.07127899490260081;-0.035634723499080485;-9.81;0.0;0.0;0.0;-1.4524188146507209;17.55614974638848;38.05644401544015
22;08:58:24.173559;20.02.2023;49.211105224664166;18.761637686164452;361.0;0.02659513716075569;-0.013295787355568817;-9.81;0.0;0.0;-6.661338147750939e-15;-1.4524186503708265;17.556149400473092;38.0564442590878
23;08:58:24.273559;20.02.2023;49.21110614900973;18.761634993133253;361.0;0.05646422619080731;-0.028228331370951185;-9.81;0.0;0.0;2.220446049250313e-15;-1.4524184812719947;17.556149044410795;38.05644450988249
24;08:58:24.373559;20.02.2023;49.211107070798214;18.761632307551675;361.0;-0.005481044684205079;0.0027401552459409744;-9.81;0.0;0.0;2.220446049250313e-14;-1.4524183126409165;17.556148689333536;38.05644475998334
25;08:58:24.473559;20.02.2023;49.211108024696756;18.761629528418823;361.0;0.06882919370498651;-0.03440998697713609;-9.81;0.0;0.0;-2.220446049250313e-14;-1.452418138135618;17.556148321887317;38.05644501879631
26;08:58:24.573559;20.02.2023;49.211108985021795;18.76162673056243;361.0;0.013775544667283712;-0.00688684970851049;-9.81;0.0;0.0;4.440892098500626e-15;-1.4524179624546258;17.556147951965595;38.05644527935291
27;08:58:24.673559;20.02.2023;49.21110985270591;18.761624202610218;361.0;-0.19857892894912174;0.09927616453507705;-9.81;0.0;0.0;4.440892098500626e-15;-1.4524178037212485;17.556147617729632;38.05644551477406
28;08:58:24.773559;20.02.2023;49.21111077109412;18.761621526934025;361.0;0.10868612016359588;-0.054335780765565535;-9.81;0.0;0.0;-1.554312234475219e-14;-1.4524176357120737;17.556147263962206;38.05644576395227
29;08:58:24.873559;20.02.2023;49.211111693273615;18.761618840211824;361.0;0.008126898575694628;-0.004062904984079465;-9.81;0.0;0.0;1.7763568394002505e-14;-1.4524174670092904;17.556146908734355;38.0564460141591
